survey_year,season,zone,vegetation_formation,station_id,sampling_unit,species,relative_cover
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species A,5.839
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species E,3.626
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species F,2.7
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species W,1.797
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species I,2.21
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species S,2.662
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species M,0.466
2019,Wet season,Zone A,Shrubland,ST_003,ST_003_2019,Species T,4.304
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species E,2.539
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species N,1.655
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species F,4.652
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species X,2.444
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species B,4.904
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species S,6.029
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species C,5.703
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species A,5.304
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species G,1.998
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species O,7.959
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species J,4.529
2020,Wet season,Zone A,Shrubland,ST_001,ST_001_2020,Species U,3.09
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species N,3.486
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species C,3.222
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species O,1.462
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species K,7.126
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species F,7.715
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species G,3.255
2020,Wet season,Zone A,Shrubland,ST_002,ST_002_2020,Species T,2.487
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species C,2.789
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species J,7.256
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species K,1.841
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species A,0.515
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species F,3.061
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species G,1.209
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species S,2.86
2020,Wet season,Zone A,Shrubland,ST_003,ST_003_2020,Species R,5.37
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species D,0.838
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species F,0.559
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species E,5.242
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species S,1.207
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species V,2.156
2021,Wet season,Zone A,Shrubland,ST_001,ST_001_2021,Species Q,2.597
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species E,3.55
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species L,2.232
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species A,3.884
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species J,2.283
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species H,0.989
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species M,3.597
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species R,0.501
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species B,1.823
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species X,12.23
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species N,0.27
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species F,6.981
2021,Wet season,Zone A,Shrubland,ST_002,ST_002_2021,Species P,6.272
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species A,2.041
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species C,1.278
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species J,1.676
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species D,6.918
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species G,2.241
2021,Wet season,Zone A,Shrubland,ST_003,ST_003_2021,Species F,1.859
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species B,3.086
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species A,2.924
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species D,0.465
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species U,4.532
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species H,0.585
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species M,0.91
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species F,2.159
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species E,1.324
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species W,1.222
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species C,2.83
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species R,0.702
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species G,1.258
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species J,5.282
2018,Dry season,Zone A,Shrubland,ST_001,ST_001_2018,Species O,2.177
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species F,1.003
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species A,2.284
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species D,1.637
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species C,1.537
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species V,2.606
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species Q,1.528
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species G,2.48
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species X,2.53
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species I,1.723
2018,Dry season,Zone A,Shrubland,ST_002,ST_002_2018,Species M,2.632
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species B,1.344
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species W,1.511
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species H,2.315
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species C,1.639
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species G,2.067
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species A,3.73
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species X,4.513
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species T,1.863
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species F,0.363
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species Q,7.029
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species L,2.562
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species D,1.852
2018,Dry season,Zone A,Shrubland,ST_003,ST_003_2018,Species E,2.168
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species H,1.415
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species R,2.688
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species E,1.008
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species D,3.353
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species L,0.846
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species M,5.603
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species S,0.912
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species A,2.964
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species T,1.254
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species X,1.809
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species F,3.011
2019,Dry season,Zone A,Shrubland,ST_001,ST_001_2019,Species J,1.495
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species A,0.368
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species S,1.836
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species N,1.557
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species W,5.1
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species M,2.365
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species Q,9.952
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species C,1.515
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species O,2.316
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species J,1.214
2019,Dry season,Zone A,Shrubland,ST_002,ST_002_2019,Species B,1.924
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species N,0.533
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species A,1.449
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species G,2.481
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species F,0.849
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species I,4.459
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species P,1.993
2019,Dry season,Zone A,Shrubland,ST_003,ST_003_2019,Species U,1.876
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species C,6.302
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species F,5.15
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species E,1.507
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species W,2.646
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species S,1.804
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species H,0.222
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species A,1.997
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species D,2.241
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species V,2.265
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species P,4.478
2020,Dry season,Zone A,Shrubland,ST_001,ST_001_2020,Species X,1.473
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species Q,4.363
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species F,1.372
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species B,2.266
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species K,2.112
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species S,3.903
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species D,1.427
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species H,2.543
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species E,2.793
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species N,1.238
2020,Dry season,Zone A,Shrubland,ST_002,ST_002_2020,Species G,5.072
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species A,1.417
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species T,2.242
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species P,0.75
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species D,3.916
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species C,0.436
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species K,0.147
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species E,0.852
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species S,0.147
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species G,1.889
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species B,6.084
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species H,0.264
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species M,3.047
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species F,1.973
2020,Dry season,Zone A,Shrubland,ST_003,ST_003_2020,Species L,1.66
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species A,4.859
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species Q,5.348
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species C,5.21
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species H,3.027
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species G,7.248
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species E,0.559
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species D,1.471
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species B,1.556
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species F,7.58
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species S,2.631
2021,Dry season,Zone A,Shrubland,ST_001,ST_001_2021,Species L,5.542
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species D,1.797
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species F,3.515
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species B,4.047
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species A,3.877
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species S,1.667
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species E,1.834
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species L,2.082
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species C,1.666
2021,Dry season,Zone A,Shrubland,ST_002,ST_002_2021,Species G,6.209
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species A,1.951
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species I,3.429
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species F,1.356
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species D,5.269
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species V,3.939
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species E,5.165
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species M,2.07
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species C,3.151
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species X,2.564
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species B,4.18
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species N,0.644
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species G,2.553
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species S,8.28
2021,Dry season,Zone A,Shrubland,ST_003,ST_003_2021,Species H,1.998
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species E,0.749
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species A,3.36
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species U,0.884
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species Q,0.547
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species H,2.814
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species N,2.995
2018,Winter,Zone A,Shrubland,ST_001,ST_001_2018,Species B,2.476
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species C,4.275
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species I,1.284
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species G,1.401
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species E,1.895
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species V,6.744
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species N,4.391
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species F,0.521
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species A,6.583
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species S,2.562
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species M,1.264
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species H,0.741
2018,Winter,Zone A,Shrubland,ST_002,ST_002_2018,Species B,1.774
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species D,0.647
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species H,2.294
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species F,4.556
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species J,5.896
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species E,2.301
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species A,0.913
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species S,2.242
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species X,1.715
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species W,1.761
2018,Winter,Zone A,Shrubland,ST_003,ST_003_2018,Species V,0.956
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species X,2.423
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species O,2.521
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species W,0.963
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species I,2.747
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species K,7.734
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species G,3.201
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species D,3.11
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species B,1.755
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species E,3.98
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species C,4.34
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species N,1.287
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species F,1.998
2019,Winter,Zone A,Shrubland,ST_001,ST_001_2019,Species S,1.72
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species F,1.379
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species H,5.474
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species D,2.231
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species V,2.784
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species O,0.84
2019,Winter,Zone A,Shrubland,ST_002,ST_002_2019,Species J,4.184
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species P,3.936
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species U,0.888
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species L,2.146
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species C,0.564
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species B,1.822
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species X,3.5
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species F,3.847
2019,Winter,Zone A,Shrubland,ST_003,ST_003_2019,Species S,2.297
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species M,4.861
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species C,7.105
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species F,0.415
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species A,6.701
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species B,5.322
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species E,4.442
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species H,1.102
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species G,0.314
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species D,5.173
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species X,1.084
2020,Winter,Zone A,Shrubland,ST_001,ST_001_2020,Species P,4.596
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species F,5.028
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species G,3.727
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species I,1.888
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species S,2.118
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species J,0.501
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species O,6.118
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species D,1.753
2020,Winter,Zone A,Shrubland,ST_002,ST_002_2020,Species V,0.921
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species I,3.144
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species G,2.139
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species H,0.834
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species A,5.739
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species F,1.256
2020,Winter,Zone A,Shrubland,ST_003,ST_003_2020,Species L,12.83
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species C,4.195
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species M,2.731
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species S,0.888
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species D,2.425
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species A,2.18
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species H,1.746
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species T,4.723
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species E,5.312
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species F,6.636
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species G,1.572
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species B,2.904
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species O,5.48
2021,Winter,Zone A,Shrubland,ST_001,ST_001_2021,Species L,7.497
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species G,3.162
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species E,0.631
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species T,3.846
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species B,1.548
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species P,5.103
2021,Winter,Zone A,Shrubland,ST_002,ST_002_2021,Species S,11.156
